npsn,name
10211268,SMKS RAHMAT ISLAMIYAH
10211274,SMKS NUSA PENIDA
10211279,SMKS METHODIST 8
10211381,SMKS PERTANIAN PABA BINJAI
10211383,SMKS PALAPA BINJAI
10211384,SMKN 1 BINJAI
10211386,SMKS PABA BM BINJAI
10211392,SMKS SWAKARYA BINJAI
10211393,SMKS TEKNIK PABA BINJAI
10211402,SMKS YPIS MAJU BINJAI
10211405,SMKS TELADAN BINJAI
10211589,SMK SWASTA BM SURYA NUSANTARA TEBING TINGGI
10211590,SMK SWASTA T. DIPANEGARA
10211591,SMK NEGERI 1 TEBING TINGGI
10211592,SMK NEGERI 2 TEBING TINGGI
10211594,SMK SWASTA T. SURYA NUSANTARA TEBING TINGGI
10211595,SMK SWASTA TI TAMAN SISWA
10211596,SMK SWASTA TI YPD TEBING TINGGI
10211597,SMK SWASTA BUDI NASIONAL TEBING TINGGI
10211598,SMK SWASTA BISNIS DAN MANAJEMEN TAMANSISWA
10211599,SMK NEGERI 3 TEBING TINGGI
10211698,SMKS GKPI 1 PEMATANGSIANTAR
10211749,SMKS GKPS 3 PEMATANGSIANTAR
10211792,SMKS PARIWISATA YAYASAN USI
10211795,SMKN 1 PEMATANGSIANTAR
10211797,SMKS MARS
10211798,SMKS MARIA GORETTI
10211801,SMKS HOTMA GUNA
10211804,SMKS SURYA PEMATANGSIANTAR
10211811,SMKS 3 PARBINA NUSANTARA
10211813,SMKS 1 PARBINA NUSANTARA
10211814,SMKS 1 YP HKBP
10211815,SMKS PARIWISATA HKBP PEMATANGSIANTAR
10211816,SMKS 2 TRISAKTI
10211817,SMKS 1 TRISAKTI PEMATANGSIANTAR
10212132,SMKS EKA SATRIA SIBOLGA BM
10212135,SMKN 1 SIBOLGA
10212136,SMKN 3 SIBOLGA
10212138,SMKN 2 SIBOLGA
10212139,SMKS PGRI 4 SIBOLGA
10212422,SMKS 2 TAMAN SISWA PEMATANGSIANTAR
10212447,SMKS DAR AL FALAH TANJUNG BALAI
10212552,SMKN 3 PADANGSIDIMPUAN
10212559,SMKS ABDI NEGARA 2 PADANGSIDIMPUAN
10212563,SMKS HKBP PADANGSIDIMPUAN
10212568,SMKS PANCA DHARMA PADANGSIDIMPUAN
10212663,SMKS 1 TAMAN SISWA
10212723,SMKN 1 BALIGE
10212724,SMKS RAKYAT MERANTI TIMUR
10212725,SMKS TRISAKTI 1 LAGUBOTI
10212726,SMKS TRISAKTI 2 LAGUBOTI
10212728,SMKS 2 TRI SURYA PORSEA
10212770,SMK SWASTA KRISTEN BNKP GUNUNGSITOLI
10214030,SMKS BANDUNG 1 PS TUAN DELISERDANG
10214038,SMKS ERA UTAMA 2 BM PANCUR BATU
10214044,SMKS KARYA SERDANG 2 BM LUBUK PAKAM
10214053,SMKS PAB 3 MEDAN ESTATE
10214056,SMKS PANGERAN ANTASARI LABUHAN DELI
10214061,SMKS SINAR HUSNI 1 BM L DELI DELISERDANG
10214079,SMKS DHARMA KARYA TI BERINGIN
10214082,SMKS ERA UTAMA 1 TI P BATU
10214100,SMKS TRI SAKTI 1 TR LUBUK PAKAM
10215251,SMK SWASTA HKBP AMBARITA
10219932,SMKS LESTARI BERINGIN DELISERDANG
10220208,SMKN LOSIDA SIATAS BARITA
10220237,SMKS PRIMA NUSANTARA 1 BM LUBUK PAKAM
10220246,SMKS YAHDI LABUHAN DELI
10220301,SMKS HKI SIPAHUTAR
10220303,SMKS KARYA TARUTUNG
10220304,SMKS NUSANTARA SIBORONGBORONG
10220306,SMKS PARSAORAN
10220307,SMKN 1 PAGARAN
10220308,SMKN 1 PANGARIBUAN
10220314,SMKN 2 BINJAI
10220445,SMK SWASTA AL KAROMAH BERASTAGI
10220525,SMKS TI PUTRA HARAPAN
10220547,SMKN 1 SIBORONG BORONG
10220601,SMKS ANUGERAH
10220619,SMKN 1 HURISTAK
10220621,SMKN 1 SOSA
10220623,SMKN 1 PORTIBI
10220627,SMKS TONDINI NUSANTARA
10220629,SMKS YPIPL GUNUNG TUA
10220764,SMKS BAGINDA MULIA
10220856,SMKS HARISMA PULO PADANG
10220858,SMKS TELADAN RANTAUPRAPAT
10220863,SMKN 1 RANTAU UTARA
10220935,SMKS TI SUTAN OLOAN MEDAN
10257394,SMKN 2 PAKKAT
10257395,SMKN 1 POLLUNG
10257396,SMKN 1 PARLILITAN
10257397,SMKN 1 LINTONGNIHUTA
10257558,SMKN 1 MUARA
10257607,SMKS BM CLEMEN TAPIANNAULI
10257752,SMKS DARUL AMALIYAH
10257753,SMKS SATRYA BUDI PERBAUNGAN
10257859,SMKS WIRA BANGSA
10258082,SMKN 12 MEDAN
10258232,SMK NEGERI 1 TELUKDALAM
10258235,SMK SWASTA NIMARWATI
10258236,SMK SWASTA MITRA KASIH TELUK DALAM
10258237,SMK SWASTA BHAKTI LUHUR
10258239,SMK SWASTA DHARMA KASIH
10258241,SMK SWASTA KRISTEN BNKP HILISIMAETANO
10258243,SMK NEGERI 1 GOMO
10258245,SMK NEGERI 1 PULAU PULAU BATU
10258327,SMKN 1 ALASA
10258329,SMKN 1 MAU
10258538,SMKN 1 NAMOHALU ESIWA
10258713,SMKN 1 PULAU RAKYAT
10258714,SMKS MUHAMMADIYAH 5 KISARAN
10258716,SMKS ASAHAN KISARAN
10258720,SMKS HARAPAN SIMPANG EMPAT
10258721,SMKS HARAPAN DANAU SIJABUT
10258861,SMKS PENERBANGAN ANGKASA MEDAN
10259033,SMK NEGERI 2 GUNUNGSITOLI
10259044,SMKS PRAYATNA 1
10259152,SMKS NUR HASANAH
10259153,SMK NEGERI 1 SOGAEADU
10259159,SMKS INDONESIA MEMBANGUN 3
10259164,SMKS HARAPAN AL WASHLIYAH SIGAMBAL
10259229,SMKS PHARMACA MEDAN
10259241,SMKS FARMASI YPFSU MEDAN
10259243,SMKS FARMASI APIPSU
10259565,SMKN 4 TANJUNG BALAI
10259588,SMKN 2 MEDAN
10259593,SMKS GUNUNG KARMEL
10259687,SMKS KESATRIA MANDIRI
10259755,SMK SWASTA DR CIPTO MANGUN KUSUMO
10259867,SMKS SWADAYA
10259933,SMKN 1 TUHEMBERUA
10259968,SMKS ERA UTAMA 3 TIK PANCUR BATU
10259971,SMK SWASTA ISLAM PROYEK UISU SIANTAR
10259983,SMKN 1 LUMBANJULU
10260041,SMK NEGERI 1 DHARMA CARAKA GUNUNGSITOLI SELATAN
10260042,SMKN 1 SIABU
10260047,SMKS SUMBER MULYO
10260208,SMKS AL WASHLIYAH TELADAN
10260230,SMKS SADAR NAGARAJA
10260458,SMK NEGERI 2 DHARMA CARAKA TELUKDALAM
10260459,SMK NEGERI 1 FANAYAMA
10260460,SMK NEGERI 2 FANAYAMA
10260461,SMK SWASTA SENORA
10260463,SMK NEGERI 1 LAHUSA
10260464,SMK NEGERI 1 SOMAMBAWA
10260465,SMK SWASTA KRISTEN BNKP DARO DARO BALAEKHA
10260527,SMKN 1 PANAI HILIR
10260529,SMKN 1 SARUDIK
10260533,SMKN 1 BAWALATO
10260536,SMK NEGERI 4 TEBING TINGGI
10260606,SMKS DELIMA SARI 1 TI STM HULU
10260662,SMKN 1 ULUGAWO
10260664,SMKN 2 LOTU
10260668,SMKN 1 TUGALA OYO
10260669,SMKN 1 SOMOLOMOLO
10260681,SMK NEGERI 1 SIDUAORI
10260682,SMK NEGERI 1 SUSUA
10260684,SMK NEGERI 1 MAZO
10260731,SMKN 1 ARSE
10260779,SMKN 1 BATANG ONANG
10260795,SMK SWASTA ISTIQOMAH
10260806,SMKS BERSINAR
10261025,SMKS NAMIRA TECH NUSANTARA
10261043,SMK NEGERI 1 AIR PUTIH
10261072,SMKS ZAKIYUN NAJAH
10261165,SMKS 1 DAERAH SEI BEJANGKAR
10261174,SMKS YAPIM TEBING SYAHBANDAR
10261182,SMKS BINA WIDYA AEK NABARA
10261186,SMKS TAMAN SISWA LUBUK PAKAM 2
10261192,SMKN 1 SIPOHOLON
10261225,SMKN 1 MERANTI
10261243,SMKS BINA BAKTI
10261248,SMKS MANBAUL HIDAYAH
10261285,SMK NEGERI 1 MAZINO
10261287,SMK NEGERI 1 IDANOTAE
10261290,SMK NEGERI 2 PULAU PULAU BATU
10261291,SMK NEGERI 2 TOMA
10261292,SMK NEGERI 1 BORONADU
10261293,SMK NEGERI 1 OOU
10261347,SMKS ALFAJAR
10261398,SMKN 1 LUBUK BARUMUN
10261407,SMKS KESEHATAN SIDIMPUAN HUSADA
10261412,SMKS TRITECH INFORMATIKA
10261521,SMKS PAB 7 LUBUK PAKAM
10261572,SMK SWASTA 2 TAMAN ILMU PERLANAAN
10261573,SMKN 1 MUARA BATANG TORU
10261592,SMKS PANCA JAYA 2 TR GA92LANG
10261625,SMKS MANDIRI PANAI HULU
10261656,SMK NEGERI 1 HARIAN
10261663,SMKS TKJ GEMILANG BANGSA
10261695,SMK SWASTA SPP SNAKMA MUHAMMADIYAH TANJUNG ANOM
10261712,SMKS INDONESIA MEMBANGUN
10261764,SMKS KREATIF MEDAN
10261862,SMKN 1 DOLOK MASIHUL
10261880,SMKN 1 ALASA TALUMUZOI
10261881,SMK N 2 ALASA TALUMUZOI
10261885,SMKS HARVARD MEDAN
10262131,SMKS CERDAS MURNI
10262172,SMKS RAUDHATUL ISLAMIYAH
10262189,SMKS ARUM AEK RASO
10262282,SMKN 1 LAHEWA TIMUR
10262313,SMKS MELATI TIK HAMPARAN PERAK
10262315,SMK NEGERI 1 GUNUNGSITOLI BARAT
10262387,SMK SWASTA AMAL MAS 1 LAHUSA
10262390,SMK NEGERI 2 SUSUA
10262392,SMK NEGERI 2 ARAMO
10262417,SMKN 1 MUARA BATANGGADIS
10262419,SMKS ARMINA
10263517,SMKS YAPIM INDRAPURA
10264656,SMKS PEMNAS BINJAI BAKUNG
10264659,SMKN 1 PANTAI LABU
10264689,SMKN 1 AEK NABARA BARUMUN
10264691,SMKN 1 HUTARAJA TINGGI
10264692,SMKS BARUNA HUSADA
10264872,SMK SWASTA MUHAMMADIYAH 15
10300273,SMK NEGERI 1 TANJUNG RAYA
10300276,SMK PGRI MANINJAU
10300824,SMKS HARAPAN BANGSA PANTI
10300825,SMKN 1 LUBUK SIKAPING
10301518,SMKN 1 GUNUNG TALANG
10301941,SMKS MAKMUR LENGGAYANG
10301943,SMKS PGRI PAINAN
10302395,SMKN 2 BATUSANGKAR
10302396,SMKN 1 LINTAU BUO
10302406,SMKN 1 BATIPUH
10302785,SMKN 1 SIJUNJUNG
10303214,SMKN 1 PULAU PUNJUNG
10303606,SMKN 2 PADANG PANJANG
10303607,SMKN 1 PADANG PANJANG
10303683,SMKS MUHAMMADIYAH SAWAHLUNTO
10303684,SMKN 1 SAWAHLUNTO
10303767,SMKS KOSGORO 1 SOLOK
10303768,SMKN 1 SOLOK
10303901,SMKS WIRA BHAKTI PAYAKUMBUH
10303908,SMKS 1 KOSGORO PAYAKUMBUH
10303909,SMKS 2 KOSGORO PAYAKUMBUH
10303911,SMKS MITRA PAYAKUMBUH
10303912,SMKN 1 PAYAKUMBUH
10304183,SMKS LABOR PADANG
10304185,SMKS TAMAN SISWA PADANG
10304186,SMKS TARUNA 2 PADANG
10304195,SMKN 1 PADANG GALUGUR
10304430,SMKN 1 KECAMATAN LUAK
10304432,SMKN 1 GUGUK
10304433,SMKN 1 PANGKALAN
10304836,SMKS CITRA UTAMA PADANG
10304840,SMKS ELEKTRO PRATAMA PADANG
10304842,SMKS KARTIKA I 1 PADANG
10304843,SMKS KARTIKA I 2 PADANG
10304848,SMKN 2 PADANG
10304849,SMKN 3 PADANG
10304850,SMKN 4 PADANG
10304851,SMKN 5 PADANG
10304855,SMKS PELAYARAN PADANG
10304856,SMKS PENERBANGAN ANGKASA NASIONAL
10304857,SMKS PERBANKAN PADANG
10304860,SMKS SEMEN PADANG
10304862,SMKS TARUNA 1 PADANG
10304876,SMKN 1 SUNGAI RUMBAI
10304895,SMK PLUS PERBANKAN BOUGENVILLE
10304896,SMK TEKNOLOGI BUNDO KANDUANG
10305577,SMKS NASIONAL KAYUTANAM
10305578,SMKS YPM ZAIN PAUH KAMBAR
10305579,SMKS YPP LUBUK ALUNG
10305582,SMKS KARYA MULIA MUARO
10305597,SMKS SOSIAL / PARIWISATA LUBUK ALUNG
10305639,SMKN 3 SIJUNJUNG
10306094,SMK S DARUL ULUM MUARA KIAWAI
10306097,SMK N 1 TALAMAU
10306966,SMKN 1 SOLOK SELATAN
10307421,SMKN 2 PARIAMAN
10307436,SMKS KARYA PARIAMAN
10307539,SMKS GAJAH TONGGA BUKITTINGGI
10307616,SMKN ANALIS KIMIA PADANG
10307617,SMKN 10 PADANG
10307802,SMKS PROGRESIF BATUSANGKAR
10307988,SMKS PAGARUYUNG BATUSANGKAR
10308142,SMKN 1 TANJUNG BARU
10308148,SMKN TI PADANG
10308547,SMKN 4 PARIAMAN
10309786,SMKN 1 RANAH AMPEK HULU TAPAN
10310498,SMK NEGERI 1 AMPEK NAGARI
10310780,SMKN 1 SUMATERA BARAT
10401500,SMKN 1 RENGAT
10401566,SMKS PATRA NUSA LIRIK
10402075,SMKN 1 MANDAH
10402104,SMKN 2 TEMBILAHAN
10402106,SMKN 1 TEMBILAHAN
10402749,SMKN 1 PANGKALAN KURAS
10403677,SMKN 1 PUCUK RANTAU
10403680,SMKN 1 TELUKKUANTAN
10403917,SMKS BINA TERAMPIL PEKANBARU
10403918,SMKS KANSAI PEKANBARU
10403919,SMKS LABOR BINAAN FKIP UNRI PEKANBARU
10403924,SMKS MUHAMMADIYAH 2 PEKANBARU
10403925,SMKS MULTI MEKANIK MASMUR PEKANBARU
10403926,SMK NEGERI 2 PEKANBARU
10403928,SMKS HASANAH PEKANBARU
10403930,SMKS DAREL HIKMAH PEKANBARU
10403932,SMKS DHARMA LOKA PEKANBARU
10403934,SMKS DWI SEJAHTERA PEKANBARU
10403938,SMK NEGERI 4 PEKANBARU
10403984,SMK NEGERI 5 PEKANBARU
10404457,SMKS ANALIS KESEHATAN YAYASAN ABDURRAB PEKANBARU
10404646,SMKN 1 PANGKALAN LESUNG
10404665,SMKN 1 BUNUT
10404975,SMKS SULTAN SYARIF QASIM
10404991,SMKS HANG TUAH DUMAI
10404993,SMKN 1 DUMAI
10404994,SMKN 3 DUMAI
10405575,SMKS PEMBANGUNAN BAGAN BATU
10405577,SMKS TRI ERLANGGA
10493907,SMKS TERPADU ABDI NEGARA
10494114,SMKS PP YHM PANGKALAN KERINCI
10494115,SMKS PUTRA MANDIRI
10494312,SMKN 1 KUALA CENAKU
10494313,SMKN 1 PERANAP
10494314,SMKN 1 BATANG PERANAP
10494315,SMKN 1 RENGAT BARAT
10494319,SMKN 1 PANGKALAN KERINCI
10494422,SMKN 1 LOGAS TANAH DARAT
10494574,SMKN 1 KEMPAS
10494580,SMKN 1 RETEH
10494585,SMKN 1 KUALA KAMPAR
10494619,SMK NEGERI 6 PEKANBARU
10495019,SMKN 1 SINGINGI HILIR
10495189,SMKS MUTIARA MINAS
10495338,SMKN 1 BUKIT BATU
10495375,SMKS TEKNOLOGI BALAM
10495725,SMK NEGERI 2 RAMBAH
10496499,SMKS INSAN TERPUJI
10496502,SMK NEGERI 7 PEKANBARU
10496558,SMKN 1 LUBUK BATU JAYA
10496560,SMK NEGERI 3 RAMBAH
10496572,SMKS WIDYA KARYA
10496887,SMKS LPMD BIM KUNTO DARUSSALAM
10496915,SMK NEGERI 1 KUNTO DARUSSALAM
10497125,SMKS LPM DANAU LANCANG
10497353,SMKS YUM PESANTREN TEKNOLOGI RIAU
10497357,SMK NEGERI 1 PENDALIAN IV KOTO
10497491,SMKN 2 PINGGIR
10497497,SMKS NASIONAL AL HUDA
10497510,SMKN 1 BATANG GANGSAL
10497558,SMKS YAPIM TARUNA MANDAU
10497581,SMKS PUTI MAIFAT
10498617,SMKS AMAL IKHLAS
10498692,SMKS MUJAHIDIN
10498735,SMKS DHARMA MAITREYA
10500239,SMKN 1 BATANGHARI
10500704,SMKS SETIH SETIO 1 MUARA BUNGO
10502285,SMKN 3 SUNGAI PENUH
10502301,SMKN 4 SUNGAI PENUH
10502302,SMKN 5 SUNGAI PENUH
10502416,SMKN 1 SUNGAI PENUH
10504163,SMKS NUSANTARA RANTAU RASAU
10504601,SMK REVANY INDRA PUTRA JAMBI
10504602,SMKS SATRIA JAMBI
10504603,SMKS SURYA IBU JAMBI
10504606,SMKS UNGGUL SAKTI JAMBI
10504608,SMKS JAMBI IX LURAH 2
10504609,SMKS JAMBI IX LURAH 1 KOTA JAMBI
10504612,SMKN 2 KOTA JAMBI
10504613,SMKN 3 KOTA JAMBI
10504614,SMKN 4 KOTA JAMBI
10504616,SMKS ATTAUFIQ JAMBI
10504617,SMKS BATANGHARI JAMBI
10504620,SMKS DHARMA BHAKTI 3 JAMBI
10505064,SMKN 3 MERANGIN
10505067,SMKN 5 TANJUNG JABUNG TIMUR
10505323,SMKN 4 MUARO JAMBI
10505330,SMKN 5 MUARO JAMBI
10505463,SMKN 1 KOTA JAMBI
10505950,SMKN 4 TANJUNG JABUNG TIMUR
10506064,SMKN 8 MUARO JAMBI
10506087,SMKN 7 MUARO JAMBI
10506140,SMKN 6 SAROLANGUN
10506165,SMKS KESEHATAN FANIA SALSABILA
10508363,SMKN 4 KERINCI
10600213,SMKS PGRI SEKAYU
10600968,SMKN 1 GELUMBANG
10601342,SMKN 1 LAHAT
10601343,SMKN 2 LAHAT
10602553,SMKS PGRI PANGKALAN BALAI
10603328,SMKS DIPONEGORO BELITANG
10603342,SMKS TERPADU TAQWA BELITANG
10603674,SMK SETIA DARMA YPGR PALEMBANG
10603681,SMK TRI SAKTI PALEMBANG
10603684,SMK TAMAN SISWA 01 PALEMBANG
10603700,SMK PELAYARAN SINAR BAHARI PALEMBANG
10603705,SMK ARINDA PALEMBANG
10603709,SMK NEGERI 05 PALEMBANG
10603710,SMK NEGERI 04 PALEMBANG
10603713,SMK NEGERI 01 PALEMBANG
10603715,SMK ETHIKA PALEMBANG
10603716,SMK HARAPAN KITA PALEMBANG
10603717,SMK PEMBINA 01 PALEMBANG
10603718,SMK PEMBANGUNAN YPT PALEMBANG
10603719,SMK PELAYARAN MAKARYA PALEMBANG
10603721,SMK NURUL IMAN PALEMBANG
10603723,SMK MUHAMMADIYAH 03 PALEMBANG
10603724,SMK MUHAMMADIYAH 02 PALEMBANG
10603727,SMK KARYA ABADI PALEMBANG
10604406,SMK BUDI UTOMO LUBUKLINGGAU
10604407,SMK MUHAMMADIYAH LUBUKLINGGAU
10604409,SMK NEGERI 2 LUBUKLINGGAU
10604624,SMKS MUHAMMADIYAH PAGARALAM
10604626,SMKS YASPA JAYA PAGARALAM
10604739,SMKN 1 OGAN KOMERING ULU
10604740,SMKN 2 OGAN KOMERING ULU
10604742,SMKN 4 OGAN KOMERING ULU
10604743,SMKS PGRI 1 BATURAJA
10604744,SMKS PGRI 2 BATURAJA
